,Virgin Media 'up to' 30Mbit/s,,,,,,BT 'up to' 38Mbit/s,,,,,,,Plusnet 'up to' 38Mbit/s,,Virgin Media 'up to' 60Mbit/s,,,,BT 'up to' 76Mbit/s,,,,Plusnet 'up to' 76Mbit/s,,Virgin Media 'up 100Mbit/s,,,,Virgin Media 'up 120Mbit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May-11,Nov-11,May-12,Nov-12,May-13,,Nov/Dec-10,May-11,Nov-11,May-12,Nov-12,May-13,,May-13,,May-12,Nov-12,May-13,,May-12,Nov-12,May-13,,May-13,,May-12,Nov-12,May-13,,May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,30.7,30.6,29.7,28,29.4,,30.5,32.9,35.4,30,32.7,30.9,,31.9,,54.7,58.1,56.4,,55.3,61.3,60.4,,59.5,,85.7,90.4,85.9,,109.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,31.3,31.4,30.5,29.5,30.6,,33.1,34.8,36.7,34.3,35.7,34.4,,35.4,,57,59.9,58.6,,61.7,65.2,63.9,,62.6,,90.9,94.9,91.7,,115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members in the relevant period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution of average peak-time speed as a proportion of maximum speed for 'up to' 30Mbit/s and above ISP packages: May 2013 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Virgin Media 'up to' 30Mbit/s,BT 'up to' 38Mbit/s,Plusnet 'up to' 38Mbit/s,Virgin Media 'up to' 60Mbit/s,BT 'up to' 76Mbit/s,Plusnet 'up to' 76Mbit/s,Virgin Media 'up to' 100Mbit/s,Virgin Media 'up to' 120Mbit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>10%,100%,98%,100%,99%,100%,100%,99%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20%,100%,98%,100%,99%,100%,100%,98%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>30%,100%,98%,100%,99%,100%,100%,97%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>40%,99%,98%,100%,96%,100%,100%,94%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>50%,98%,98%,100%,93%,100%,99%,90%,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>60%,96%,98%,98%,89%,99%,99%,88%,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>70%,92%,98%,98%,84%,98%,96%,78%,95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>80%,88%,95%,96%,79%,95%,89%,52%,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>90%,53%,89%,83%,60%,77%,61%,34%,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maximum, average and peak-time upload speeds for ADSL2+ ISP packages: May 2013
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BT ADSL2+,,,,EE ADSL2+,,,,Karoo ADSL2+,,,,Plusnet ADSL2+,,,,Sky ADSL2+,,,,TalkTalk ADSL2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,0.88,0.8,0.79,,0.9,0.8,0.79,,0.88,0.81,0.81,,0.72,0.63,0.62,,0.79,0.72,0.72,,0.77,0.69,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,0.95,0.87,0.86,,1,0.92,0.92,,0.93,0.86,0.87,,0.84,0.75,0.74,,0.87,0.8,0.79,,0.82,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maximum, average and peak-time upload speeds for ‘up to’ 30Mbit/s and above ISP packages: May 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Virgin Media 'up to' 30Mbit/s,,,,BT 'up to' 38Mbit/s (9.5Mbit/s upload),,,,Plusnet 'up to' 38Mbit/s,,,,Virgin Media 'up to' 60Mbit/s,,,,BT 'up to' 76Mbit/s,,,,Plusnet 'up to' 76Mbit/s,,,,Virgin Media 'up to' 100Mbit/s,,,,Virgin Media 'up to' 120Mbit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,Maximum,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,2.1,2,2,,6.3,5.9,5.9,,6.9,6.3,6.3,,3.2,3,3,,16.6,15.4,15.4,,17.1,16.4,16.3,,7.9,7.2,7.2,,11.9,10.9,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,2.3,2.1,2.1,,7.8,7.4,7.4,,8.3,7.6,7.6,,3.5,3.2,3.2,,17.6,16.4,16.4,,17.9,17.2,17.1,,8.9,8.2,8.1,,12,11.3,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other metrics affecting connection performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average and peak-time loading of web pages for ADSL2+ ISP packages: May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BT ADSL2+,,,EE ADSL2+,,,Karoo ADSL2+,,,Plusnet ADSL2+,,,Sky ADSL2+,,,TalkTalk ADSL2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,857,879,,837,765,,709,742,,843,870,,1385,1404,,1265,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,1273,1341,,1366,1866,,1027,1160,,1167,1227,,1752,1780,,1628,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average and peak-time loading of web pages for 'up to' 30Mbit/s and above ISP packages: May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Virgin Media 'up to' 30Mbit/s,,,BT 'up to' 38Mbit/s,,,Plusnet 'up to' 38Mbit/s,,,Virgin Media 'up to' 60Mbit/s,,,BT 'up to' 76Mbit/s,,,Plusnet 'up to' 38Mbit/s,,,Virgin Media 'up to' 100Mbit/s,,,Virgin Media 'up to' 120Mbit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,365,413,,405,398,,383,404,,360,409,,392,391,,337,368,,365,385,,343,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,411,470,,449,445,,441,468,,500,568,,452,452,,363,403,,425,448,,448,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average and peak-time latency for ADSL2+ ISP packages: May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BT ADSL2+,,,EE ADSL2+,,,Karoo ADSL2+,,,Plusnet ADSL2+,,,Sky ADSL2+,,,TalkTalk ADSL2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,22.8,23.5,,18.5,18.7,,26.1,26.4,,24.2,25.4,,32.1,32.6,,33.6,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,27.5,31.2,,26,26,,31.6,32,,28.1,29.8,,36.2,37.2,,37.7,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average and peak-time latency for 'up to' 30Mbit/s and above ISP packages: May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Virgin Media 'up to' 30Mbit/s,,,BT 'up to' 38Mbit/s,,,Plusnet 'up to' 38Mbit/s,,,Virgin Media 'up to' 60Mbit/s,,,BT 'up to' 76Mbit/s,,,Plusnet 'up to' 76Mbit/s,,,Virgin Media 'up to' 100Mbit/s,,,Virgin Media 'up to' 120Mbit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,15.65,17.59,,18.49,18.6,,17.03,17.81,,16.04,18.26,,18.06,18.08,,14.21,15.25,,16.22,18.21,,14.17,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,18.28,21.36,,21.84,22.02,,20.58,21.52,,20.27,22.93,,19.97,19.97,,15.9,17.04,,21.64,25.81,,16.09,19.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average and peak-time packet loss for ADSL2+ ISP packages: May 2013
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BT ADSL2+,,,EE ADSL2+,,,Karoo ADSL2+,,,Plusnet ADSL2+,,,Sky ADSL2+,,,TalkTalk ADSL2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,0.13,0.08,,0.08,0.03,,0.37,0.19,,0.15,0.12,,0.33,0.4,,0.22,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,0.34,0.44,,0.29,0.68,,1.16,0.64,,0.32,0.33,,0.73,0.89,,0.42,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Average and peak-time packet loss for 'up to' 30Mbit/s and above ISP packages: May 2013
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Virgin Media 'up to' 30Mbit/s,,,BT 'up to' 38Mbit/s,,,Plusnet 'up to' 38Mbit/s,,,Virgin Media 'up to' 60Mbit/s,,,BT 'up to' 76Mbit/s,,,Plusnet 'up to' 76Mbit/s,,,Virgin Media 'up to' 100Mbit/s,,,Virgin Media 'up to' 120Mbit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,0.16,0.12,,0.06,0.01,,0.07,0.07,,0.18,0.12,,0.07,0.03,,0.07,0.05,,0.22,0.09,,0.28,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,0.61,0.47,,0.11,0.16,,0.21,0.19,,0.42,0.44,,0.2,0.15,,0.13,0.1,,0.33,0.45,,0.56,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average and peak-time DNS resolution time for ADSL2+ ISP packages: May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BT ADSL2+,,,EE ADSL2+,,,Karoo ADSL2+,,,Plusnet ADSL2+,,,Sky ADSL2+,,,TalkTalk ADSL2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,24 hours,8-10pm weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opening value,22.2,22.1,,29.6,29,,26.1,25.9,,26,28.5,,32.6,32.7,,31.6,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing value,35.1,36.9,,34.5,34.2,,32.3,32.2,,29.8,32.9,,39.3,37.7,,35.3,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SamKnows measurement data for all panel members with a connection in May 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
